#Jahr	Monat	Tag	Stunde	T_Mid	p_Mid	cor_p_Mid	Ns	I_Mid	L_Mid	v_Mid	R_Mid	N	NNO	NO	ONO	O	OSO	SO	SSO	S	SSW	SW	WSW	W	WNW	NW	NNW	
2023     02      03     03  8.1    997.8    1025.5    0.0    0.0    77.1    4.8    185.7    32  50  26  49  34  15  14  12  157 235 33  8   14  30  12  0   
2023     02      03     04  8.0    997.8    1025.5    0.0    0.0    77.6    4.5    191.7    32  36  28  49  30  32  15  14  134 242 27  7   13  39  22  0   
2023     02      03     05  8.0    997.4    1025.1    0.0    0.0    77.5    5.0    197.3    31  41  16  33  26  25  14  9   134 257 43  12  25  39  16  0   
2023     02      03     06  8.0    997.6    1025.3    0.0    0.0    76.4    5.3    201.0    32  38  18  21  20  11  16  11  165 296 26  11  9   29  18  0   
2023     02      03     07  8.1    997.9    1025.6    0.0    0.0    74.9    5.4    203.4    20  34  13  26  16  25  10  13  151 318 27  9   16  28  15  0   
2023     02      03     08  8.1    997.7    1025.4    0.0    0.0    74.5    5.1    192.6    27  41  21  41  22  20  16  14  114 311 35  10  7   24  18  0   
2023     02      03     09  8.2    998.2    1026.0    0.0    0.0    74.0    5.0    186.4    30  47  25  51  32  29  17  11  146 230 38  9   15  30  10  0   
2023     02      03     10  8.1    998.5    1026.3    0.0    0.0    77.5    4.8    188.7    30  60  21  35  43  29  11  12  151 203 26  9   20  47  24  0   
2023     02      03     11  7.8    998.9    1026.7    0.0    0.0    83.5    3.5    178.8    50  57  29  71  60  56  19  13  106 101 29  14  31  49  36  0   
2023     02      03     12  7.7    998.8    1026.6    0.0    0.0    86.4    3.5    173.0    44  54  36  73  59  34  25  14  138 116 30  23  28  31  16  0   
2023     02      03     13  7.9    998.9    1026.7    0.0    0.0    86.1    3.5    176.3    34  60  25  58  67  57  23  18  118 125 33  23  16  31  33  0   
2023     02      03     14  8.0    998.9    1026.7    0.0    0.0    86.2    3.5    200.6    39  61  18  32  31  29  29  20  116 124 63  40  36  55  27  0   
2023     02      03     15  8.0    999.2    1027.0    0.0    0.0    87.2    2.8    192.0    49  64  32  44  53  35  19  13  84  101 48  47  42  56  34  0   
2023     02      03     16  8.2    999.6    1027.4    0.0    0.0    86.7    2.5    195.5    44  43  32  35  36  38  18  19  128 105 61  33  45  50  34  0   
2023     02      03     17  8.3    1000.1    1027.9    0.0    0.0    84.9    2.4    187.2    54  71  23  41  33  46  18  20  120 112 47  28  25  54  29  0   
2023     02      03     18  8.5    1000.7    1028.5    0.0    0.0    82.6    2.7    209.2    54  102 29  28  12  14  8   7   60  66  56  59  78  78  69  0   
2023     02      03     19  8.4    1001.2    1029.0    0.0    0.0    84.2    2.7    233.4    54  55  23  15  10  3   8   4   51  65  80  98  87  116 52  0   
2023     02      03     20  8.2    1001.9    1029.8    0.1    0.0    86.7    2.8    252.9    20  21  10  9   6   4   7   5   42  91  116 108 138 105 39  0   
2023     02      03     21  8.1    1002.2    1030.1    0.0    0.0    88.0    2.5    245.5    18  29  8   16  7   12  6   10  50  90  107 113 112 109 34  0   
2023     02      03     22  8.1    1002.5    1030.4    0.0    0.0    88.4    2.7    255.6    12  7   1   2   1   3   2   9   75  107 129 145 129 78  21  0   
2023     02      03     23  7.4    1003.0    1030.9    0.0    0.0    88.3    2.1    207.7    129 124 42  22  14  5   3   1   8   51  63  33  31  87  107 0   
2023     02      04     00  6.4    1003.7    1031.6    0.0    0.0    87.4    1.9    232.8    113 120 23  17  9   4   1   3   4   9   12  22  71  169 144 0   
2023     02      04     01  6.0    1004.0    1031.9    0.0    0.0    87.5    2.2    287.8    29  29  2   5   6   6   2   2   3   4   3   53  163 305 109 0   
2023     02      04     02  5.6    1004.2    1032.1    0.0    0.0    87.3    1.5    207.5    64  39  15  10  4   13  25  89  202 42  30  42  31  50  64  0   
2023     02      04     03  5.6    1004.5    1032.4    0.0    0.0    87.1    0.7    209.0    75  16  15  9   4   2   17  140 234 18  18  22  23  46  82  0   
2023     02      04     04  5.6    1004.9    1032.8    0.0    0.0    86.5    0.6    191.7    87  35  11  4   8   1   17  103 273 48  32  24  18  33  27  0   
2023     02      04     05  5.7    1005.2    1033.2    0.0    0.0    85.9    1.3    225.9    45  47  22  14  22  10  21  29  74  83  60  54  83  94  63  0   
2023     02      04     06  5.7    1005.4    1033.4    0.0    0.0    87.1    1.8    233.7    49  76  24  21  14  10  3   7   28  39  51  77  79  196 46  0   
2023     02      04     07  5.8    1005.9    1033.9    0.0    0.0    87.6    2.1    217.6    33  152 32  24  19  9   1   2   6   10  15  44  87  199 88  0   
2023     02      04     08  5.7    1006.4    1034.4    0.0    0.0    87.7    2.5    258.6    42  87  30  18  10  3   2   0   0   4   6   18  36  293 172 0   
2023     02      04     09  5.9    1007.0    1035.0    0.0    0.0    87.6    2.2    157.0    74  319 58  18  3   2   1   0   0   0   1   2   6   86  151 0   
2023     02      04     10  6.1    1007.4    1035.4    0.0    0.0    85.9    1.1    230.3    27  48  16  21  14  19  8   13  80  93  58  44  82  161 37  0   
2023     02      04     11  6.9    1007.6    1035.6    0.0    0.0    80.9    0.5    138.3    7   127 91  85  112 47  13  13  58  60  21  20  47  8   11  0   
2023     02      04     12  7.8    1007.7    1035.7    0.0    0.0    76.7    0.9    194.8    27  43  22  41  28  47  19  32  130 157 45  29  42  40  19  0   
2023     02      04     13  8.1    1007.6    1035.6    0.0    0.0    75.3    1.0    183.0    55  57  29  51  64  41  33  14  104 82  34  21  50  52  34  0   
2023     02      04     14  8.1    1007.8    1035.8    0.0    0.0    73.1    1.2    258.7    30  20  19  14  10  11  2   10  31  57  43  75  126 206 67  0   
2023     02      04     15  8.2    1007.6    1035.6    0.0    0.0    72.3    1.0    226.6    28  50  25  30  27  25  11  8   62  53  31  55  137 144 35  0   
2023     02      04     16  7.8    1007.9    1035.9    0.0    0.0    73.5    0.7    237.7    6   18  34  29  27  39  11  13  56  58  34  58  138 163 36  0   
2023     02      04     17  7.6    1008.0    1036.0    0.0    0.0    75.2    0.4    182.4    24  46  24  55  76  59  31  41  95  72  47  45  41  47  18  0   
2023     02      04     18  7.1    1008.4    1036.4    0.0    0.0    78.9    0.3    188.5    31  47  47  76  47  24  30  37  86  58  46  59  40  70  23  0   
2023     02      04     19  6.8    1008.6    1036.6    0.0    0.0    79.7    0.4    227.1    4   4   2   0   3   2   26  14  76  386 131 55  9   5   4   0   
2023     02      04     20  6.7    1008.5    1036.5    0.6    0.5    84.1    0.7    212.6    9   22  15  42  28  6   5   11  45  310 150 33  17  12  15  0   
2023     02      04     21  6.7    1008.5    1036.5    0.0    0.0    86.0    0.8    197.3    25  37  27  50  24  27  12  27  72  201 140 29  21  17  12  0   
2023     02      04     22  7.1    1008.4    1036.4    0.0    0.0    86.4    1.6    206.9    18  30  18  16  19  14  8   16  143 295 64  22  33  16  9   0   
2023     02      04     23  7.2    1008.3    1036.3    0.0    0.0    87.5    1.5    206.7    44  60  29  31  24  24  16  16  89  88  68  54  65  75  38  0   
2023     02      05     00  7.0    1008.6    1036.6    0.0    0.0    87.4    1.8    263.9    19  19  7   3   5   3   7   4   20  39  87  157 181 147 22  0   
2023     02      05     01  6.8    1008.1    1036.1    0.1    0.1    87.7    1.0    214.2    42  51  30  26  30  29  18  18  70  64  57  58  81  95  52  0   
2023     02      05     02  6.6    1007.5    1035.5    0.0    0.0    88.2    0.9    191.3    31  57  23  51  50  34  20  26  114 92  53  43  50  47  30  0   
2023     02      05     03  6.7    1007.5    1035.5    0.0    0.0    88.3    1.3    198.1    44  59  36  31  35  26  20  23  122 88  55  56  43  52  31  0   
2023     02      05     04  6.7    1007.1    1035.1    0.3    0.3    88.2    1.5    217.3    30  39  18  25  28  21  23  19  80  97  79  80  73  80  28  0   
2023     02      05     05  6.6    1007.4    1035.4    0.0    0.0    88.1    2.2    231.4    67  62  23  19  33  20  18  5   20  34  45  75  98  104 98  0   
2023     02      05     06  6.3    1007.4    1035.4    0.0    0.0    86.9    2.4    144.8    49  109 43  94  117 103 30  8   17  21  13  16  24  38  39  0   
2023     02      05     07  6.0    1007.2    1035.2    0.0    0.0    86.5    2.4    138.8    59  91  53  120 112 84  42  6   25  19  20  11  15  25  39  0   
2023     02      05     08  5.7    1007.1    1035.1    0.2    0.2    86.4    2.3    169.3    49  74  45  86  61  55  24  14  59  78  38  35  35  33  34  0   
2023     02      05     09  5.5    1007.8    1035.8    0.2    0.2    85.0    3.7    273.7    37  38  7   13  4   3   3   4   6   17  40  61  161 237 90  0   
2023     02      05     10  5.2    1008.6    1036.6    0.0    0.0    79.6    3.4    249.4    56  89  16  15  6   7   2   0   3   12  10  35  129 237 104 0   
2023     02      05     11  5.3    1008.6    1036.7    0.0    0.0    78.2    3.6    277.2    38  33  12  7   1   2   2   1   5   5   19  61  141 301 93  0   
2023     02      05     12  5.5    1008.5    1036.5    0.0    0.0    78.2    2.9    273.5    38  42  9   9   8   6   2   3   3   6   15  46  158 290 86  0   
2023     02      05     13  5.8    1008.4    1036.4    0.0    0.0    74.5    3.3    259.2    71  65  12  13  8   7   4   0   3   6   11  27  107 259 127 0   
2023     02      05     14  5.9    1008.4    1036.4    0.0    0.0    73.5    3.1    251.5    67  78  23  14  12  6   4   0   4   9   16  38  74  227 149 0   
2023     02      05     15  5.7    1008.8    1036.9    0.2    0.2    78.3    2.4    180.7    153 157 57  41  18  7   5   1   4   6   12  13  33  91  123 0   
2023     02      05     16  5.8    1009.2    1037.3    0.0    0.0    74.6    2.1    128.0    130 241 103 70  22  7   1   2   3   3   4   7   17  25  86  0   
2023     02      05     17  6.0    1010.0    1038.1    0.0    0.0    71.4    1.9    102.4    114 321 106 62  23  11  2   0   0   2   0   3   8   20  49  0   
2023     02      05     18  5.7    1010.7    1038.8    0.0    0.0    71.9    1.9    115.5    143 304 80  40  15  11  0   0   6   2   2   3   17  29  68  0   
2023     02      05     19  5.4    1011.0    1039.1    0.0    0.0    69.5    2.0    98.9    146 314 101 49  23  4   2   0   1   1   4   0   6   19  51  0   
2023     02      05     20  4.9    1011.4    1039.5    0.0    0.0    70.8    2.1    79.2    109 363 112 66  22  3   2   0   0   0   0   1   3   3   37  0   
2023     02      05     21  4.5    1011.7    1039.8    0.0    0.0    72.1    2.6    81.7    73  341 156 81  16  6   0   1   0   2   0   0   3   9   33  0   
2023     02      05     22  4.0    1011.9    1040.0    0.0    0.0    73.4    3.0    70.8    8   189 278 185 48  7   5   0   0   0   0   0   0   0   0   0   
2023     02      05     23  3.3    1012.3    1040.4    0.0    0.0    77.6    2.0    67.8    6   256 249 146 46  13  3   0   1   1   0   0   0   0   0   0   
2023     02      06     00  2.7    1012.7    1040.9    0.0    0.0    80.5    1.1    97.4    51  226 207 99  38  8   13  0   2   0   6   2   8   24  37  0   
2023     02      06     01  2.3    1012.6    1040.8    0.0    0.0    82.7    1.3    84.1    1   89  190 288 122 22  7   0   0   0   0   0   0   0   1   0   
2023     02      06     02  1.9    1012.4    1040.6    0.0    0.0    84.3    0.7    80.8    37  246 192 120 65  39  3   0   0   3   0   0   0   1   15  0   
2023     02      06     03  2.0    1012.6    1040.8    0.0    0.0    85.0    1.1    86.6    15  125 209 221 100 25  10  2   1   0   0   0   1   3   9   0   
2023     02      06     04  1.9    1012.6    1040.8    0.0    0.0    85.7    1.1    99.6    27  151 159 198 77  37  12  2   0   3   0   11  3   10  31  0   
2023     02      06     05  1.7    1012.4    1040.6    0.0    0.0    86.7    1.2    74.8    1   161 259 223 63  7   3   3   0   0   0   0   0   0   1   0   
2023     02      06     06  1.8    1012.6    1040.8    0.0    0.0    87.1    1.1    96.5    2   39  117 301 169 64  18  9   0   0   0   0   0   1   0   0   
2023     02      06     07  1.8    1012.5    1040.7    0.0    0.0    86.4    0.7    129.9    28  103 131 198 69  35  2   11  16  7   14  6   22  49  30  0   
2023     02      06     08  1.6    1012.3    1040.4    0.0    0.0    86.9    0.9    111.2    25  159 149 194 56  22  3   0   6   5   10  3   22  30  37  0   
2023     02      06     09  1.5    1012.2    1040.3    0.0    0.0    86.7    1.4    100.6    36  129 234 185 46  25  3   1   0   3   3   0   2   21  33  0   
2023     02      06     10  1.7    1012.2    1040.3    0.0    0.0    84.5    1.5    74.4    3   210 195 245 47  7   1   0   1   1   1   1   3   0   5   0   
2023     02      06     11  2.3    1012.3    1040.5    0.0    0.0    81.1    1.6    87.3    4   104 151 264 153 27  7   1   3   0   1   0   2   1   3   0   
2023     02      06     12  3.5    1011.7    1039.8    0.0    0.0    73.5    1.5    81.0    17  158 235 186 77  31  6   1   0   0   0   3   0   0   7   0   
2023     02      06     13  4.0    1011.0    1039.1    0.0    0.0    71.3    1.9    92.8    38  205 186 175 46  11  2   0   0   2   0   4   10  16  26  0   
2023     02      06     14  3.0    1011.0    1039.1    0.0    0.0    76.3    3.3    70.1    4   198 277 209 25  7   0   0   0   0   0   0   0   1   0   0   
2023     02      06     15  3.5    1010.7    1038.8    0.0    0.0    76.2    2.9    86.1    0   23  217 365 93  17  5   0   0   0   0   0   0   0   0   0   
2023     02      06     16  3.9    1010.6    1038.7    0.0    0.0    75.1    2.9    80.4    0   55  280 308 69  6   3   0   0   0   0   0   0   0   0   0   
2023     02      06     17  3.8    1010.4    1038.5    0.0    0.0    77.7    2.1    81.7    1   45  268 330 61  8   6   0   1   0   0   1   0   0   0   0   
2023     02      06     18  3.7    1010.2    1038.3    0.0    0.0    79.7    2.1    86.7    0   45  186 328 148 13  1   0   0   0   0   0   0   0   0   0   
2023     02      06     19  3.5    1010.0    1038.1    0.0    0.0    81.3    1.7    77.5    3   126 259 249 66  11  3   1   0   0   0   0   0   0   3   0   
2023     02      06     20  3.1    1009.9    1038.0    0.0    0.0    84.4    1.9    73.9    5   162 287 206 48  6   2   0   1   0   0   0   0   0   3   0   
2023     02      06     21  2.8    1010.0    1038.1    0.0    0.0    86.3    2.3    80.2    0   45  294 321 54  7   0   0   0   0   0   0   0   0   0   0   
2023     02      06     22  2.3    1009.7    1037.8    0.0    0.0    86.5    2.8    89.8    0   16  179 366 126 32  2   0   0   0   0   0   0   0   0   0   
2023     02      06     23  1.8    1009.6    1037.7    0.0    0.0    83.0    2.8    94.2    0   15  105 389 170 36  3   0   1   0   0   0   0   0   2   0   
2023     02      07     00  1.3    1009.6    1037.7    0.0    0.0    81.8    2.9    98.9    0   3   37  389 248 41  2   0   0   0   0   0   0   0   0   0   
2023     02      07     01  0.8    1009.4    1037.5    0.0    0.0    80.8    2.5    99.3    0   0   30  401 245 44  1   0   0   0   0   0   0   0   0   0   
2023     02      07     02  0.2    1009.5    1037.6    0.0    0.0    81.6    2.9    94.7    0   1   58  475 170 15  1   1   0   0   0   0   0   0   0   0   
2023     02      07     03  -0.4    1009.3    1037.4    0.0    0.0    82.6    2.3    97.3    0   1   35  444 213 26  1   0   0   0   0   0   0   0   0   0   
2023     02      07     04  -0.7    1009.1    1037.2    0.0    0.0    82.5    1.8    106.5    0   0   9   210 455 45  2   0   0   0   0   0   0   0   0   0   
2023     02      07     05  -0.9    1008.9    1036.9    0.0    0.0    81.0    1.9    95.2    0   4   52  487 144 28  5   0   0   0   0   1   0   0   0   0   
2023     02      07     06  -1.1    1009.0    1037.1    0.0    0.0    79.4    1.7    95.6    0   0   57  445 195 23  1   0   0   0   0   0   0   0   0   0   
2023     02      07     07  -1.5    1009.5    1037.6    0.0    0.0    81.1    1.6    102.9    3   7   23  370 238 66  9   0   1   0   0   1   1   1   1   0   
2023     02      07     08  -1.2    1010.0    1038.1    0.0    0.0    78.5    2.6    107.2    0   1   8   214 437 59  1   0   0   0   0   0   0   0   0   0   
2023     02      07     09  -0.3    1009.9    1038.0    0.0    0.0    73.7    3.2    98.1    2   5   62  379 234 35  2   0   0   1   0   0   1   0   0   0   
